,Name,Actor,Genre,Directors,Maturity,Story-line,Popularity
80046193,Lady Dynamite,"Maria Bamford, Fred Melamed, Mary Kay Place","Series, American Programmes, Comedy Programmes",,16+ ,Comedian Maria Bamford stars in a series inspired by her own life. It's the sometimes surreal story of a woman who loses -- and then finds -- her s**t.,"Judd Apatow, Sarah Silverman and Patton Oswalt guest star with Bamford, who won an American Comedy Award in 2014."
80211384,The Joel McHale Show with Joel McHale,Joel McHale,"Series, Reality, Variety & Talk Shows, American Programmes, Comedy Programmes, Stand-up & Chat Shows",,16+ ,"Trending news, pop culture, social media, original sketches and more come together in host Joel McHale's comedy commentary show.",
80239459,The Break with Michelle Wolf,Michelle Wolf,"Series, Reality, Variety & Talk Shows, American Programmes, Comedy Programmes, Stand-up & Chat Shows",,16+ ,Nobody's safe as Michelle Wolf unapologetically takes aim in this weekly topical show that blends sketches with live comedy and in-studio guests.,
80162210,Felipe Neto: My Life Makes No Sense,Felipe Neto,"Stand-up & Chat Shows, Comedies, Stand-up Comedy",Diego Pignataro,16+ ,"YouTube sensation Felipe Neto brings the stories from his autobiographical book ""Não Faz Sentido!"" to the stage in this comedy special.","In 2012, Felipe Neto's YouTube channel became the first Portuguese-language channel to reach 1 million subscribers."
80174280,Ainori Love Wagon: Asian Journey,"Becky, Audrey, Mayuko Kawakita","Series, Japanese Programmes, Reality, Variety & Talk Shows, Romance Programmes, Food & Travel TV, Asian Programmes",,13+ ,"Seven men and women board a pink bus in search of true love. On a journey through Asia with strangers, their goal is to return to Japan as a couple.",
80131479,Terrace House: Aloha State,"You, Reina Triendl, Ryota Yamasato","Series, Japanese Programmes, Reality, Variety & Talk Shows, Asian Programmes",,13+ ,"The beautiful island of Oahu is host to a new batch of six strangers who share a single roof, multiple conflicts and no script in this reality series.",
80075476,Mascots,"Carrie Aizley, Sarah Baker, Bob Balaban","Hollywood Films, Comedies, Dark Comedies",Christopher Guest,13+ ,"Eager contestants don big heads and furry suits to vie for the title of World's Best Mascot in this offbeat, comic romp from Christopher Guest.",
80178543,FINAL FANTASY XIV Dad of Light,"Yudai Chiba, Ren Osugi, Fumika Baba","Series, Japanese Programmes, TV Programmes based on Books, Asian Programmes, Drama Programmes",,13+ ,A father and son rekindle their bond through the online role-playing game Final Fantasy XIV in this live-action series based on a true story.,
80117263,The Mars Generation,"Neil deGrasse Tyson, Bill Nye, Michio Kaku","Critically-acclaimed Films, Documentaries, Critically-acclaimed Documentaries, Science & Nature Documentaries",Michael Barnett,7+ ,"Self-professed teenage ""space nerds"" at Space Camp chase their dreams of traveling to Mars, while experts reflect on NASA's history and future.","Bill Nye, Neil deGrasse Tyson and Michio Kaku share their perspectives on space exploration in this Emmy-nominated film."
80011848,My Own Man,David Sampliner,Documentaries,David Sampliner,16+ ,"When a man discovers he will be the father to a boy, his fear and insecurities send him on an emotional, humorous quest for his own manhood.","""Birdman"" star and Golden Globe-winner Edward Norton appears in and produced this film."
80184055,Resurface,,"Critically-acclaimed Films, Award-winning Films, Documentaries, Critically-acclaimed Documentaries, Sports Documentaries, Social & Cultural Documentaries, Sports Films","Josh Izenberg, Wynn Padula",13+ ,A suicidal war veteran finds like-minded souls in a surf therapy program that helps traumatized soldiers heal while riding the waves.,
80214115,Argon,"Chun Woo-hee, Kim Joo-hyuk, Park Won-sang","Series, K-dramas, Asian Programmes, Drama Programmes",,16+ ,"In a world filled with provocative (and often misleading) news, a passionate team of investigative TV reporters strives to bring truths to light.",This drama series with a message marks the final TV appearance from actor Kim Joo-hyuk before his tragic death.
80094260,Trailer Park Boys: Out of the Park: Europe,"Mike Smith, John Paul Tremblay, Robb Wells","Series, Canadian TV Programmes, Comedy Programmes",,16+ ,"The Trailer Park Boys are thrilled to get a free trip to Europe, until they arrive and learn about their corporate sponsor's unusual requirements.",
80066073,Into the Inferno,Werner Herzog,"Critically-acclaimed Films, Documentaries, Critically-acclaimed Documentaries, Social & Cultural Documentaries",Werner Herzog,7+ ,"With stunning views of eruptions and lava flows, Werner Herzog captures the raw power of volcanoes and their ties to indigenous spiritual practices.",Oscar nominee Werner Herzog directs this absorbing documentary about the geologic and cultural impact of volcanoes.
80169348,Joshua: Teenager vs. Superpower,,"Teen Films, Critically-acclaimed Films, Award-winning Films, Documentaries, Critically-acclaimed Documentaries, Biographical Documentaries, Social & Cultural Documentaries, Political Documentaries",Joe Piscatella,13+ ,"Mobilized by teenage activist Joshua Wong, young citizens of Hong Kong take to the streets in a bid to preserve their history of autonomy from China.",This underdog story won the Audience Award for World Cinema Documentary at the 2017 Sundance Film Festival.
80124727,Simplemente Manu NNa,Manu NNa,"Stand-up & Chat Shows, Comedies, Stand-up Comedy","Jan Suter, Raúl Campos",16+ ,Eclectic stand-up comic Manu NNa relays everyday tales about the struggles of being gay in Mexico and shares his love of telenovelas and mezcal.,
80192137,Fernando Sanjiao: Hombre,Fernando Sanjiao,"Stand-up & Chat Shows, Comedies, Stand-up Comedy","Raúl Campos, Jan Suter",16+ ,Argentine actor and comedian Fernando Sanjiao uses humor and impersonations to explore the concepts of masculinity and fatherhood in modern times.,
80191989,Jani Dueñas: Grandes fracasos de ayer y hoy,Jani Dueñas,"Stand-up & Chat Shows, Comedies, Stand-up Comedy","Raúl Campos, Jan Suter",16+ ,"Chilean comedian and personality Jani Dueñas pours out her feelings on issues that are all too universal, from aging to dieting to sex.",
80192139,Malena Pichot: Estupidez compleja,Malena Pichot,"Stand-up & Chat Shows, Comedies, Stand-up Comedy","Raúl Campos, Jan Suter",16+ ,"An Argentine comedian espouses the values of feminism, speaking on topics like sex, language, abortion and why it's OK to let a man buy you dinner.",
80191555,Agustín Aristarán: Soy Rada,Agustín Aristarán,"Stand-up & Chat Shows, Comedies, Stand-up Comedy",Mariano Baez,16+ ,"Argentine comedian Agustín Aristarán adds doses of magic, music and acting to his high-energy stand-up routine.",
80192138,Sebastián Marcelo Wainraich,Sebastián Marcelo Wainraich,"Stand-up & Chat Shows, Comedies, Stand-up Comedy","Raúl Campos, Jan Suter",16+ ,"Argentine comedian Sebastián Wainraich highlights the comedy in everyday life, from minibars to reasons why funerals are better than weddings.",
80192063,Natalia Valdebenito: El especial,Natalia Valdebenito,"Stand-up & Chat Shows, Comedies, Stand-up Comedy","Raúl Campos, Jan Suter",16+ ,"A Chilean comedian fuses activism with irreverence for a stand-up set filled with jokes about misogyny, reproductive rights and respecting women.",
70290567,The Short Game,"Sky Sudberry, Allan Kournikova, Jed Dy","Documentaries, Biographical Documentaries, Sports Documentaries, Sports Films",Josh Greenbaum,7+ ,"They are fiercely competitive athletes, determined to become champions on one of the world's toughest golf courses. And they're still in grade school.",
80116839,Chasing Cameron,"Cameron Dallas, Aaron Carpenter, Taylor Caniff","Series, Reality, Variety & Talk Shows, American Programmes",,13+ ,Go behind the scenes with social media sensation Cameron Dallas as he takes his career to the next level on an international tour.,"Cameron Dallas won a Teen Choice Award, appeared on the cover of Teen Vogue and starred in the 2015 film ""The Outfield."""
80118930,I'll Sleep When I'm Dead,Steve Aoki,"Music & Musicals, Music & Concert Documentaries, Documentaries",Justin Krook,16+ ,"Superstar DJ Steve Aoki reflects on the driving force behind his career: his ambitious father, Benihana founder and perennial daredevil Rocky Aoki.",This exhilarating look at Aoki's rise in the electronic music world earned a Grammy nomination for Best Music Film.
80044093,Team Foxcatcher,,"Critically-acclaimed Films, Crime Films, Crime Documentaries, Documentaries, Critically-acclaimed Documentaries, Biographical Documentaries, Sports Documentaries, Sports Films",Jon Greenhalgh,13+ ,"With never-before seen home video, this film recounts the paranoid downward spiral of John E. du Pont and the murder of Olympic wrestler Dave Schultz.",
80109415,Gilmore Girls: A Year in the Life,"Lauren Graham, Alexis Bledel, Kelly Bishop","Series, American Programmes, Drama Programmes, Comedy Programmes",,13+ ,"Set nearly a decade after the finale of the original series, this revival follows Lorelai, Rory and Emily Gilmore through four seasons of change.","Lauren Graham and Alexis Bledel reprise their roles from the series that won an AFI ""TV Program of the Year"" Award."
80133663,Maria Bamford: Old Baby,Maria Bamford,"Stand-up & Chat Shows, Comedies, Stand-up Comedy",Jessica Yu,16+ ,"Maria Bamford performs a rapid-fire, playful stand-up set for crowds at park benches, bowling alleys and LA theaters in this roving comedy special.","A prolific voice actor and comic, Bamford also stars in the critically acclaimed ""Lady Dynamite,"" based on her own life."
80173174,Samantha!,"Emanuelle Araújo, Douglas Silva, Sabrina Nonata","Series, Brazilian TV Programmes, Comedy Programmes",,13+ ,"A child star in the '80s, Samantha clings to the fringes of celebrity with hilarious harebrained schemes to launch herself back into the spotlight.",
80214464,Rafinha Bastos: Ultimatum,Rafinha Bastos,"Stand-up & Chat Shows, Comedies, Stand-up Comedy",,16+ ,"An off-color joke nearly cost him everything. Brazilian comic Rafinha Bastos talks about that and much more, from his divorce to finding love again.","Once called the most influential person on Twitter, the controversial Bastos is also a host of ""Ultimate Beastmaster."""
80160726,Marco Luque: Tamo Junto,Marco Luque,"Stand-up & Chat Shows, Comedies, Wacky Comedies, Stand-up Comedy",Caio Cobra,16+ ,"Eclectic character comedian Marco Luque plays himself in this stand-up special about relationships, regional differences and his own love of movies.",
80124890,Salvador Martinha - Tip of the Tongue,Salvador Martinha,"Stand-up & Chat Shows, Comedies, Wacky Comedies, Stand-up Comedy",Vasco Vilarinho,16+ ,"Comedian Salvador Martinha talks technology, trends, relationships and more in a stand-up special that doesn't take itself too seriously.",
80138672,Jimmy: The True Story of a True Idiot,"Akiyoshi Nakao, Tetsuji Tamayama, Hiroyuki Onoue","Series, Japanese Programmes, Asian Programmes, Drama Programmes, Comedy Programmes",,16+ ,"In the 1980s, a simple-minded fool named Hideaki meets comedy legend Sanma, changes his name to Jimmy and becomes a comedic superstar.","This true story of Jimmy Onishi's unlikely rise to fame was produced by Sanma, Japan's top comedian."
80095626,Hibana: Spark,"Kento Hayashi, Kazuki Namioka, Mugi Kadowaki","Series, Japanese Programmes, TV Programmes based on Books, Asian Programmes, Drama Programmes",,16+ ,A dramatic series about friendship and conflict between two comedians who search for meaning in life and comedy. Based on the prize-winning book.,
80005444,Print the Legend,,Documentaries,"Luis Lopez, Clay Tweel",13+ ,"This award-winning, original documentary chronicles the race for market leadership in 3D printing, the next wave of technological evolution.","""A slick documentary with widespread appeal."" -Indiewire"
80239831,Zion,Zion Clark,"Documentaries, Biographical Documentaries, Sports Documentaries, Sports Films",Floyd Russ,7+ ,"Born without legs and stuck in foster care for years, teen Zion Clark finds his calling when he pursues competitive wrestling. A documentary short.",Floyd Russ's inspirational documentary was a nominee for the Short Film Grand Jury Prize at the Sundance Film Festival.
70299904,The Battered Bastards of Baseball,"Todd Field, Kurt Russell","Documentaries, Historical Documentaries, Sports Documentaries, Sports Films","Chapman Way, Maclain Way",13+ ,"The colorful true story of the Portland Mavericks, a scrappy, independent baseball team of underdogs started by actor Bing Russell in the 1970s.",Movie star owner. Open tryouts. A disgraced former Yankee. Play ball!
